iter	MAE
1667	60131.22136
1668	60128.90236
1669	60128.02026
1670	60127.50547
1671	60125.48523
1672	60124.04209
1673	60118.15238
1674	60109.88367
1675	60100.65596
1676	60096.97204
1677	60094.00141
1678	60090.22877
1679	60087.70401
1680	60079.28902
1681	60078.11554
1682	60074.84311
1683	60070.69755
1684	60065.60417
1685	60059.28489
1686	60057.88161
1687	60057.79798
1688	60056.51983
1689	60052.74539
1690	60050.81089
1691	60047.85019
1692	60046.90806
1693	60041.96839
1694	60042.21772
1695	60038.86117
1696	60034.63427
1697	60030.60163
1698	60029.03659
1699	60028.10251
1700	60027.36109
1701	60025.60459
1702	60024.31103
1703	60021.36876
1704	60018.0291
1705	60017.81404
1706	60014.92401
1707	60014.22438
1708	60012.67756
1709	60007.669
1710	60004.22607
1711	60002.64145
1712	59997.95765
1713	59992.96074
1714	59990.94007
1715	59990.20756
1716	59988.08939
1717	59984.78161
1718	59982.22211
1719	59979.7581
1720	59978.50309
1721	59976.68222
1722	59974.5594
1723	59973.31164
1724	59968.07717
1725	59965.84039
1726	59964.77335
1727	59963.39652
1728	59959.94251
1729	59958.09416
1730	59956.86644
1731	59954.82883
1732	59953.67924
1733	59951.24392
1734	59936.22451
1735	59935.01532
1736	59932.00784
1737	59929.65031
1738	59925.19467
1739	59920.48677
1740	59919.1317
1741	59917.01968
1742	59915.96562
1743	59911.93513
1744	59911.54409
1745	59898.64365
1746	59897.56511
1747	59896.32464
1748	59893.36927
1749	59892.70005
1750	59888.25176
1751	59884.39057
1752	59881.75259
1753	59875.39303
1754	59872.84942
1755	59868.10162
1756	59867.27018
1757	59863.97283
1758	59861.736
1759	59861.84128
1760	59859.87861
1761	59855.51282
1762	59854.98918
1763	59851.22965
1764	59849.92676
1765	59845.78214
1766	59842.38795
1767	59841.8899
1768	59839.64231
1769	59838.4991
1770	59836.10093
1771	59829.48421
1772	59826.90745
1773	59821.77616
1774	59819.32815
1775	59816.4055
1776	59814.54307
1777	59812.14489
1778	59808.05244
1779	59805.9264
1780	59797.50092
1781	59797.44062
1782	59793.6617
1783	59792.76555
1784	59791.23953
1785	59789.10234
1786	59787.33033
1787	59786.06061
1788	59784.41257
1789	59781.92778
1790	59778.16169
1791	59776.79693
1792	59773.17419
1793	59770.10754
1794	59766.68629
1795	59763.97131
1796	59757.61171
1797	59756.12785
1798	59753.834
1799	59753.49748
1800	59747.48791
1801	59743.63124
1802	59741.68924
1803	59740.08694
1804	59735.78825
1805	59732.89923
1806	59729.95407
1807	59726.9656
1808	59723.18892
1809	59715.17552
1810	59711.39335
1811	59709.63626
1812	59707.70861
1813	59704.99709
1814	59700.1152
1815	59697.37348
1816	59695.10097
1817	59693.57792
1818	59684.52032
1819	59681.64425
1820	59678.95626
1821	59676.61566
1822	59672.02523
1823	59670.14925
1824	59665.0111
1825	59664.72982
1826	59658.53266
1827	59654.30075
1828	59653.081
1829	59650.07686
1830	59650.01385
1831	59649.17272
1832	59648.28035
1833	59646.85906
1834	59641.1266
1835	59640.36171
1836	59635.96919
1837	59633.93646
1838	59626.8966
1839	59624.69876
1840	59619.61156
1841	59617.32688
1842	59616.14972
1843	59615.09845
1844	59613.79882
1845	59610.48426
1846	59610.28549
1847	59606.95871
1848	59604.02495
1849	59600.53696
1850	59597.01554
1851	59591.83554
1852	59589.868
1853	59580.62793
1854	59576.47299
1855	59573.27775
1856	59571.3482
1857	59569.24753
1858	59568.19822
1859	59565.18016
1860	59563.12383
1861	59562.48042
1862	59560.38584
1863	59558.89372
1864	59556.57532
1865	59553.89791
1866	59551.25977
1867	59550.75637
1868	59548.32247
1869	59547.22603
1870	59546.2279
1871	59544.35161
1872	59542.24847
1873	59538.46052
1874	59535.97003
1875	59529.50437
1876	59529.01111
1877	59527.47932
1878	59527.99771
1879	59526.39383
1880	59523.64635
1881	59520.24275
1882	59517.54345
1883	59514.5463
1884	59508.92072
1885	59508.51756
1886	59503.1495
1887	59501.80041
1888	59500.55544
1889	59498.12399
1890	59496.78812
1891	59491.64619
1892	59491.15251
1893	59488.41337
1894	59484.69638
1895	59481.21898
1896	59480.03605
1897	59478.37024
1898	59472.2486
1899	59471.03188
1900	59469.09869
1901	59456.20764
1902	59453.73574
1903	59452.04895
1904	59446.24217
1905	59437.75587
1906	59436.01825
1907	59433.50905
1908	59423.01864
1909	59419.13129
1910	59418.22201
1911	59416.74692
1912	59413.96242
1913	59402.59324
1914	59397.98396
1915	59396.94541
1916	59390.94791
1917	59388.95549
1918	59385.05369
1919	59384.18248
1920	59382.40309
1921	59380.99268
1922	59378.42435
1923	59377.21288
1924	59375.78106
1925	59372.00922
1926	59371.36945
1927	59360.02653
1928	59359.22954
1929	59357.36466
1930	59352.81878
1931	59349.65802
1932	59348.88857
1933	59334.22621
1934	59333.22455
1935	59331.85222
1936	59328.19488
1937	59325.62441
1938	59323.82188
1939	59321.56166
1940	59319.96433
1941	59318.21484
1942	59316.88419
1943	59314.42345
1944	59313.3034
1945	59307.86693
1946	59306.08126
1947	59302.29358
1948	59301.57229
1949	59299.32449
1950	59296.1616
1951	59294.88516
1952	59293.47803
1953	59285.35774
1954	59284.93116
1955	59284.26964
1956	59283.49398
1957	59278.91768
1958	59275.25952
1959	59274.79227
1960	59269.2214
1961	59267.39175
1962	59264.35971
1963	59263.67654
1964	59261.32928
1965	59258.94085
1966	59255.59519
1967	59250.66134
1968	59249.96592
1969	59246.65695
1970	59238.56988
1971	59236.63855
1972	59236.12537
1973	59233.14555
1974	59231.403
1975	59229.2687
1976	59226.20659
1977	59225.04227
1978	59222.7174
1979	59221.70624
1980	59220.51088
1981	59217.75561
1982	59215.46922
1983	59211.83358
1984	59206.97729
1985	59205.78152
1986	59204.47826
1987	59200.13468
1988	59194.02125
1989	59191.14878
1990	59190.16371
1991	59189.72836
1992	59186.00481
1993	59184.2827
1994	59181.31856
1995	59178.19823
1996	59169.7927
1997	59166.97378
1998	59165.25996
1999	59160.53937
